SPOT_ID,LOCALITY,SAMPLE,STYLE,IS,RELDIST,Source file,DateTime,Date,Time,Duration(s),Comments,Total points,Selection type,Components,Fe57_CPS,Fe57_CPS_Int2SE,Fe57_CPS_LOD,IntStdWv,IntStdWv_Int2SE,IntStdWv_LOD,Li_ppm_m7,Li_ppm_m7_Int2SE,Li_ppm_m7_LOD,Al_ppm_m27,Al_ppm_m27_Int2SE,Al_ppm_m27_LOD,Si_ppm_m29,Si_ppm_m29_Int2SE,Si_ppm_m29_LOD,P_ppm_m31,P_ppm_m31_Int2SE,P_ppm_m31_LOD,Ca_ppm_m44,Ca_ppm_m44_Int2SE,Ca_ppm_m44_LOD,Sc_ppm_m45,Sc_ppm_m45_Int2SE,Sc_ppm_m45_LOD,Ti_ppm_m49,Ti_ppm_m49_Int2SE,Ti_ppm_m49_LOD,V_ppm_m51,V_ppm_m51_Int2SE,V_ppm_m51_LOD,Cr_ppm_m52,Cr_ppm_m52_Int2SE,Cr_ppm_m52_LOD,Mn_ppm_m55,Mn_ppm_m55_Int2SE,Mn_ppm_m55_LOD,Co_ppm_m59,Co_ppm_m59_Int2SE,Co_ppm_m59_LOD,Ni_ppm_m60,Ni_ppm_m60_Int2SE,Ni_ppm_m60_LOD,Cu_ppm_m65,Cu_ppm_m65_Int2SE,Cu_ppm_m65_LOD,Zn_ppm_m66,Zn_ppm_m66_Int2SE,Zn_ppm_m66_LOD,Ga_ppm_m69,Ga_ppm_m69_Int2SE,Ga_ppm_m69_LOD,Ga_ppm_m71,Ga_ppm_m71_Int2SE,Ga_ppm_m71_LOD,Ge_ppm_m72,Ge_ppm_m72_Int2SE,Ge_ppm_m72_LOD,As_ppm_m75,As_ppm_m75_Int2SE,As_ppm_m75_LOD,m77__Cl_CPS,m77__Cl_CPS_Int2SE,m77__Cl_CPS_LOD,Se_ppm_m82,Se_ppm_m82_Int2SE,Se_ppm_m82_LOD,Kr83_CPS,Kr83_CPS_Int2SE,Kr83_CPS_LOD,Rb_ppm_m85,Rb_ppm_m85_Int2SE,Rb_ppm_m85_LOD,Sr_ppm_m88,Sr_ppm_m88_Int2SE,Sr_ppm_m88_LOD,Y_ppm_m89,Y_ppm_m89_Int2SE,Y_ppm_m89_LOD,Zr_ppm_m90,Zr_ppm_m90_Int2SE,Zr_ppm_m90_LOD,Nb_ppm_m93,Nb_ppm_m93_Int2SE,Nb_ppm_m93_LOD,Mo_ppm_m97,Mo_ppm_m97_Int2SE,Mo_ppm_m97_LOD,In_ppm_m113,In_ppm_m113_Int2SE,In_ppm_m113_LOD,Sn_ppm_m117,Sn_ppm_m117_Int2SE,Sn_ppm_m117_LOD,Sn_ppm_m119,Sn_ppm_m119_Int2SE,Sn_ppm_m119_LOD,Sb_ppm_m121,Sb_ppm_m121_Int2SE,Sb_ppm_m121_LOD,Cs_ppm_m133,Cs_ppm_m133_Int2SE,Cs_ppm_m133_LOD,Ba_ppm_m138,Ba_ppm_m138_Int2SE,Ba_ppm_m138_LOD,La_ppm_m139,La_ppm_m139_Int2SE,La_ppm_m139_LOD,Ce_ppm_m140,Ce_ppm_m140_Int2SE,Ce_ppm_m140_LOD,Nd_ppm_m146,Nd_ppm_m146_Int2SE,Nd_ppm_m146_LOD,Lu_ppm_m175,Lu_ppm_m175_Int2SE,Lu_ppm_m175_LOD,Hf_ppm_m179,Hf_ppm_m179_Int2SE,Hf_ppm_m179_LOD,Ta_ppm_m181,Ta_ppm_m181_Int2SE,Ta_ppm_m181_LOD,W_ppm_m182,W_ppm_m182_Int2SE,W_ppm_m182_LOD,W_ppm_m183,W_ppm_m183_Int2SE,W_ppm_m183_LOD,Tl_ppm_m205,Tl_ppm_m205_Int2SE,Tl_ppm_m205_LOD,Pb_ppm_m208,Pb_ppm_m208_Int2SE,Pb_ppm_m208_LOD,Bi_ppm_m209,Bi_ppm_m209_Int2SE,Bi_ppm_m209_LOD,Th_ppm_m232,Th_ppm_m232_Int2SE,Th_ppm_m232_LOD,U_ppm_m238,U_ppm_m238_Int2SE,U_ppm_m238_LOD,Fe_EPMA_ppm
BT_177,Blue Tier,BT1,Greisen,57Fe,4533.847903,Jason_cass_2,20/02/2018 (3) 17:06:49.15,20/02/2018 (3),06:49.2,29.036,BT_main_177,30,Normal,1,6910,510,NaN,0,1,NaN,Below LOD,Below LOD,0.12,10.52,0.92,0.97,1.56E+04,2.30E+03,NaN,40,13,NaN,Below LOD,Below LOD,66,1.24,0.17,0.21,596,27,0.43,Below LOD,Below LOD,0.11,Below LOD,Below LOD,1.1,3.58,0.9,2.1,1.271,0.089,0.046,8.1,0.6,0.44,Below LOD,Below LOD,0.34,Below LOD,Below LOD,0.28,0.263,0.069,0.1,0.274,0.054,0.033,Below LOD,Below LOD,0.4,Below LOD,Below LOD,0.17,4.8,8.2,NaN,Below LOD,Below LOD,1.4,78,63,NaN,Below LOD,Below LOD,0.072,Below LOD,Below LOD,0.013,Below LOD,Below LOD,0.0072,83.6,4.4,0.012,137.6,7.7,0.01,Below LOD,Below LOD,0.016,Below LOD,Below LOD,0.13,7.48E+04,4.00E+03,0.73,6.73E+04,3.70E+03,0.83,5.7,2,0.065,0.154,0.034,0.04,0.059,0.022,0.018,0.032,0.012,0.0093,0.0171,0.0079,0.015,Below LOD,Below LOD,0.028,0.0068,0.0032,0.005,11.3,0.62,0.028,87.7,6.5,0.0048,1.66,0.12,0.02,2.05,0.28,0.065,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.072,Below LOD,Below LOD,0.016,Below LOD,Below LOD,0.0077,0.363,0.032,0.0015,247.6466667
BT_178,Blue Tier,BT1,Greisen,57Fe,4558.851889,Jason_cass_2,20/02/2018 (3) 17:07:59.56,20/02/2018 (3),07:59.6,29.036,BT_main_178,29,Normal,1,8320,640,NaN,0,1,NaN,Below LOD,Below LOD,0.14,14.8,1.3,1.2,1.65E+04,2.10E+03,NaN,32,19,NaN,Below LOD,Below LOD,80,1.48,0.2,0.25,747,43,0.56,Below LOD,Below LOD,0.13,Below LOD,Below LOD,1.4,3.16,0.93,2.5,1.51,0.15,0.054,9.46,0.69,0.54,Below LOD,Below LOD,0.43,Below LOD,Below LOD,0.33,0.47,0.1,0.13,0.458,0.082,0.046,Below LOD,Below LOD,0.42,Below LOD,Below LOD,0.21,8.4,9,NaN,Below LOD,Below LOD,1.8,68,56,NaN,Below LOD,Below LOD,0.094,Below LOD,Below LOD,0.024,0.0123,0.0088,0.0086,111.2,5.5,0.019,184.3,7.7,0.0076,Below LOD,Below LOD,0.11,0.25,0.091,0.16,8.96E+04,4.90E+03,0.78,7.95E+04,4.20E+03,0.88,5.4,2.2,0.075,0.193,0.036,0.051,0.053,0.025,0.017,0.041,0.014,0.0085,0.029,0.012,0.011,Below LOD,Below LOD,0.027,0.0123,0.0048,0.0046,15.26,0.89,0.0096,76,6.8,0.0051,3.08,0.47,0.0059,2.84,0.63,0.061,Below LOD,Below LOD,0.018,Below LOD,Below LOD,0.031,Below LOD,Below LOD,0.024,Below LOD,Below LOD,0.002,1.04,0.33,0.005,347.875
BT_179,Blue Tier,BT1,Greisen,57Fe,4586.098665,Jason_cass_2,20/02/2018 (3) 17:09:09.68,20/02/2018 (3),09:09.7,29.106,BT_main_179,29,Normal,1,12100,590,NaN,0,1,NaN,Below LOD,Below LOD,0.092,13.7,1,0.85,1.23E+04,1.70E+03,NaN,34,12,NaN,Below LOD,Below LOD,56,3.51,0.23,0.17,639,32,0.36,0.133,0.047,0.09,Below LOD,Below LOD,0.99,4.93,0.73,1.8,1.03,0.1,0.033,7.05,0.74,0.37,Below LOD,Below LOD,0.3,Below LOD,Below LOD,0.21,0.462,0.063,0.091,0.492,0.092,0.028,Below LOD,Below LOD,0.31,Below LOD,Below LOD,0.11,17,13,NaN,Below LOD,Below LOD,1.2,44,51,NaN,Below LOD,Below LOD,0.065,Below LOD,Below LOD,0.019,0.0121,0.0054,0.0015,93.9,4.7,0.015,361,23,0.0069,Below LOD,Below LOD,0.014,0.199,0.078,0.086,6.13E+04,3.90E+03,1.1,5.52E+04,3.20E+03,1.2,3,1.3,0.044,0.124,0.023,0.037,0.039,0.014,0.012,0.0322,0.0071,0.0051,0.0094,0.0055,0.0085,Below LOD,Below LOD,0.0068,0.0121,0.005,0.00093,13.38,0.81,0.0068,142.7,9.1,0.0053,6.98,0.44,0.011,7.1,0.71,0.016,Below LOD,Below LOD,0.0074,Below LOD,Below LOD,0.037,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.0014,3.23,0.25,0.0013,360.2933333
BT_180,Blue Tier,BT1,Greisen,57Fe,4607.527236,Jason_cass_2,20/02/2018 (3) 17:10:19.89,20/02/2018 (3),10:19.9,29.054,BT_main_180,30,Normal,1,1.74E+04,1.50E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.13,21.2,1.4,1.2,1.59E+04,2.00E+03,NaN,36,18,NaN,Below LOD,Below LOD,76,6.08,0.36,0.23,992,48,0.54,0.262,0.071,0.12,Below LOD,Below LOD,1.3,11.5,1.3,2.4,1.54,0.16,0.053,8.73,0.8,0.57,Below LOD,Below LOD,0.4,Below LOD,Below LOD,0.3,0.636,0.075,0.12,0.77,0.1,0.03,Below LOD,Below LOD,0.38,Below LOD,Below LOD,0.16,2.8,7.6,NaN,Below LOD,Below LOD,1.7,56,57,NaN,Below LOD,Below LOD,0.09,Below LOD,Below LOD,0.016,0.034,0.011,0.0057,145,6.1,0.017,914,39,0.0058,Below LOD,Below LOD,0.066,0.32,0.13,0.14,8.53E+04,4.10E+03,1.1,7.59E+04,3.50E+03,1.3,6.2,2.4,0.061,0.199,0.035,0.051,0.054,0.016,0.025,0.026,0.01,0.0056,0.0204,0.0098,0.0079,Below LOD,Below LOD,0.009,0.04,0.01,0.0044,22.3,1.1,0.0089,491,21,0.0056,15.42,0.83,0.0055,15.81,0.97,0.021,Below LOD,Below LOD,0.0088,Below LOD,Below LOD,0.03,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.0019,6.3,0.34,0.0017,700.005
BT_181,Blue Tier,BT1,Greisen,57Fe,4635.205807,Jason_cass_2,20/02/2018 (3) 17:11:30.08,20/02/2018 (3),11:30.1,29.115,BT_main_181,29,Normal,1,17920,940,NaN,0.1,1,NaN,Below LOD,Below LOD,0.14,18.7,1.3,1.3,1.57E+04,3.20E+03,NaN,43,16,NaN,Below LOD,Below LOD,86,12.49,0.56,0.27,1690,61,0.78,0.74,0.12,0.14,Below LOD,Below LOD,1.5,20.2,1.3,2.7,1.51,0.17,0.058,9.8,1,0.59,Below LOD,Below LOD,0.49,Below LOD,Below LOD,0.45,0.617,0.071,0.14,0.7,0.11,0.012,Below LOD,Below LOD,0.44,Below LOD,Below LOD,0.15,5,8.4,NaN,Below LOD,Below LOD,1.9,-30,52,NaN,Below LOD,Below LOD,0.095,Below LOD,Below LOD,0.021,0.081,0.02,0.0064,169.1,9.1,0.016,1285,49,0.0024,Below LOD,Below LOD,0.074,0.36,0.1,0.14,9.37E+04,6.00E+03,1.6,8.29E+04,4.20E+03,1.8,3.9,1.8,0.075,0.228,0.041,0.057,0.065,0.023,0.021,0.051,0.016,0.0093,0.0167,0.0093,0.013,0.013,0.014,0.01,0.0651,0.0088,0.004,23.4,1.7,0.01,241.5,9.8,0.0087,16.8,2.6,0.0064,19.9,1.5,0.024,Below LOD,Below LOD,0.012,Below LOD,Below LOD,0.053,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.0022,7.13,0.6,0.002,808.28
BT_182,Blue Tier,BT1,Greisen,57Fe,4659.763437,Jason_cass_2,20/02/2018 (3) 17:12:40.30,20/02/2018 (3),12:40.3,29.111,BT_main_182,29,Normal,1,3.24E+04,2.50E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.087,27,1.3,0.83,1.15E+04,1.20E+03,NaN,24,10,NaN,Below LOD,Below LOD,54,3.5,0.22,0.16,777,26,0.32,0.191,0.063,0.087,1.3,0.55,0.96,15.6,1,1.7,1.014,0.091,0.039,6.38,0.44,0.36,Below LOD,Below LOD,0.26,Below LOD,Below LOD,0.21,0.746,0.077,0.086,0.89,0.13,0.0076,Below LOD,Below LOD,0.28,Below LOD,Below LOD,0.11,11,14,NaN,Below LOD,Below LOD,1.2,19,54,NaN,Below LOD,Below LOD,0.064,Below LOD,Below LOD,0.015,0.087,0.018,0.004,150.9,5.9,0.02,550,180,0.0041,11.8,6.1,0.037,0.348,0.083,0.091,6.00E+04,2.40E+03,0.95,5.33E+04,2.00E+03,1,3.9,1.9,0.035,0.123,0.025,0.036,0.054,0.013,0.013,0.0295,0.0091,0.0014,0.0124,0.0047,0.0069,Below LOD,Below LOD,0.018,0.09,0.01,0.00089,15.19,0.51,0.0065,231.9,8.4,0.003,15.7,2,0.004,28.2,1.4,0.042,Below LOD,Below LOD,0.0072,Below LOD,Below LOD,0.021,Below LOD,Below LOD,0.0081,Below LOD,Below LOD,0.0014,7.85,0.4,0.0034,920.125
BT_183,Blue Tier,BT1,Greisen,57Fe,4682.982015,Jason_cass_2,20/02/2018 (3) 17:16:10.91,20/02/2018 (3),16:10.9,29.068,BT_main_183,29,Normal,1,2.62E+04,2.10E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.14,39.8,2,1.3,1.77E+04,2.80E+03,NaN,38,13,NaN,Below LOD,Below LOD,84,8.51,0.47,0.26,1343,33,0.43,0.73,0.12,0.14,Below LOD,Below LOD,1.5,19,1.2,2.7,1.74,0.13,0.058,9.91,0.9,0.59,Below LOD,Below LOD,0.4,Below LOD,Below LOD,0.32,1.3,0.14,0.13,1.55,0.21,0.012,Below LOD,Below LOD,0.43,Below LOD,Below LOD,0.17,21,16,NaN,Below LOD,Below LOD,1.8,32,57,NaN,Below LOD,Below LOD,0.095,Below LOD,Below LOD,0.024,0.105,0.025,0.0023,231,6.3,0.018,1140,260,0.0024,Below LOD,Below LOD,0.073,0.43,0.14,0.15,9.58E+04,3.30E+03,1.4,8.53E+04,3.40E+03,2,7.1,2.8,0.051,0.203,0.033,0.054,0.064,0.02,0.024,0.035,0.012,0.0023,0.023,0.011,0.012,Below LOD,Below LOD,0.01,0.084,0.013,0.0014,27.5,1.1,0.029,540,160,0.011,29.1,3.8,0.022,34.2,1.4,0.024,0.0047,0.0045,0.0028,Below LOD,Below LOD,0.038,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.0022,11.3,0.35,0.002,1191.183333
BT_184,Blue Tier,BT1,Greisen,57Fe,4709.860574,Jason_cass_2,20/02/2018 (3) 17:17:21.15,20/02/2018 (3),17:21.1,29.044,BT_main_184,29,Normal,1,2.70E+04,1.80E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.11,40.4,1.8,1,1.34E+04,1.70E+03,NaN,24,12,NaN,Below LOD,Below LOD,66,3.56,0.23,0.21,525,28,0.27,0.271,0.084,0.1,Below LOD,Below LOD,1.2,9.28,0.73,2.1,1.19,0.13,0.044,7.59,0.62,0.45,Below LOD,Below LOD,0.58,Below LOD,Below LOD,0.26,1.1,0.13,0.1,1.23,0.15,0.0094,Below LOD,Below LOD,0.34,Below LOD,Below LOD,0.12,6,11,NaN,Below LOD,Below LOD,1.5,15,57,NaN,Below LOD,Below LOD,0.075,Below LOD,Below LOD,0.017,0.044,0.013,0.0018,177.9,7.3,0.016,870,170,0.0018,0.049,0.079,0.016,0.56,0.12,0.12,7.35E+04,2.60E+03,1.2,6.63E+04,2.90E+03,0.94,5.7,2.1,0.052,0.155,0.025,0.043,0.041,0.014,0.022,0.038,0.012,0.0017,0.0214,0.008,0.012,Below LOD,Below LOD,0.008,0.06,0.013,0.0011,16.78,0.64,0.008,480,120,0.0054,21.8,2.9,0.0049,26,1.2,0.052,Below LOD,Below LOD,0.0061,Below LOD,Below LOD,0.042,Below LOD,Below LOD,0.013,Below LOD,Below LOD,0.0017,4.52,0.18,0.0043,955.395
BT_185,Blue Tier,BT1,Greisen,57Fe,4733.113461,Jason_cass_2,20/02/2018 (3) 17:18:31.31,20/02/2018 (3),18:31.3,29.072,BT_main_185,30,Normal,1,2.72E+04,1.70E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.14,46.9,3.1,1.4,1.97E+04,2.80E+03,NaN,46,16,NaN,Below LOD,Below LOD,86,10.56,0.47,0.26,1550,180,0.12,1.09,0.16,0.13,Below LOD,Below LOD,1.5,17.3,1.6,2.7,1.56,0.17,0.057,10.22,0.83,0.59,Below LOD,Below LOD,0.44,Below LOD,Below LOD,0.41,1.37,0.14,0.14,1.53,0.2,0.043,Below LOD,Below LOD,0.43,Below LOD,Below LOD,0.15,3.9,7.9,NaN,Below LOD,Below LOD,1.8,17,54,NaN,Below LOD,Below LOD,0.095,Below LOD,Below LOD,0.025,0.111,0.021,0.0023,234.3,7.9,0.016,780,260,0.0083,7.3,6.8,0.021,0.52,0.15,0.13,9.64E+04,4.90E+03,1.6,8.70E+04,4.70E+03,2.5,5.5,2.3,0.057,0.195,0.029,0.055,0.082,0.026,0.029,0.044,0.014,0.0079,0.033,0.012,0.014,Below LOD,Below LOD,0.029,0.104,0.014,0.0014,25.5,1,0.01,664,23,0.0068,37.1,2.4,0.0062,36.7,2.6,0.023,Below LOD,Below LOD,0.011,Below LOD,Below LOD,0.038,Below LOD,Below LOD,0.0084,Below LOD,Below LOD,0.0022,10.82,0.81,0.0054,1248.063333
BT_186,Blue Tier,BT1,Greisen,57Fe,4757.237133,Jason_cass_2,20/02/2018 (3) 17:19:41.59,20/02/2018 (3),19:41.6,29.037,BT_main_186,29,Normal,1,4.06E+04,1.60E+03,NaN,0.3,1,NaN,Below LOD,Below LOD,0.2,114.9,4,1.9,2.17E+04,4.40E+03,NaN,58,25,NaN,Below LOD,Below LOD,120,12.92,0.83,0.37,2140,120,0.88,0.67,0.17,0.21,Below LOD,Below LOD,2.1,23.1,2,3.9,2.3,0.21,0.069,14.4,1.2,0.84,Below LOD,Below LOD,0.6,Below LOD,Below LOD,0.51,3.41,0.22,0.2,4.08,0.34,0.017,Below LOD,Below LOD,0.61,Below LOD,Below LOD,0.23,12,11,NaN,Below LOD,Below LOD,2.8,26,52,NaN,Below LOD,Below LOD,0.14,Below LOD,Below LOD,0.033,0.13,0.034,0.0033,282,14,0.027,950,350,0.0034,21,12,0.11,1.09,0.26,0.18,1.34E+05,5.40E+03,2.8,1.20E+05,5.30E+03,2.3,6.8,3.6,0.073,0.262,0.045,0.084,0.082,0.03,0.035,0.084,0.027,0.0032,0.025,0.01,0.02,Below LOD,Below LOD,0.015,0.152,0.028,0.002,25.9,1.3,0.015,882,73,0.012,70,2.4,0.0091,69.5,2.9,0.034,Below LOD,Below LOD,0.018,Below LOD,Below LOD,0.072,Below LOD,Below LOD,0.021,Below LOD,Below LOD,0.0031,5.59,0.28,0.0028,2638.01
BT_187,Blue Tier,BT1,Greisen,57Fe,4782.241118,Jason_cass_2,20/02/2018 (3) 17:20:51.80,20/02/2018 (3),20:51.8,29.112,BT_main_187,29,Normal,1,2.46E+04,5.30E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.17,55.1,2.3,1.4,2.18E+04,4.70E+03,NaN,58,31,NaN,Below LOD,Below LOD,94,8.7,0.75,0.27,2130,190,0.55,0.85,0.17,0.16,Below LOD,Below LOD,1.6,12.8,1.4,3,2.27,0.26,0.069,13.2,1.4,0.62,Below LOD,Below LOD,0.46,Below LOD,Below LOD,0.47,1.7,0.17,0.15,1.94,0.26,0.047,Below LOD,Below LOD,0.51,Below LOD,Below LOD,0.25,0.2,6.7,NaN,Below LOD,Below LOD,2.1,21,49,NaN,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.032,0.08,0.028,0.01,224,19,0.032,990,130,0.016,Below LOD,Below LOD,0.12,0.53,0.18,0.18,1.29E+05,1.40E+04,1,1.15E+05,1.20E+04,1.2,10.3,3.9,0.1,0.245,0.049,0.06,0.098,0.025,0.028,0.055,0.02,0.019,0.02,0.012,0.019,0.035,0.027,0.032,0.072,0.016,0.0078,22.7,2,0.032,629,86,0.0068,18,1.4,0.0069,19.7,1.6,0.026,Below LOD,Below LOD,0.024,Below LOD,Below LOD,0.055,Below LOD,Below LOD,0.027,Below LOD,Below LOD,0.0098,2.36,0.15,0.0075,1234.63
BT_188,Blue Tier,BT1,Greisen,57Fe,4807.276966,Jason_cass_2,20/02/2018 (3) 17:22:02.02,20/02/2018 (3),22:02.0,29.043,BT_main_188,30,Normal,1,2.24E+04,1.30E+03,NaN,0.1,1,NaN,Below LOD,Below LOD,0.16,50.6,2.9,1.3,1.81E+04,2.60E+03,NaN,47,19,NaN,Below LOD,Below LOD,91,4.3,0.5,0.27,1419,83,0.63,0.395,0.095,0.15,Below LOD,Below LOD,1.6,7.9,1.1,2.9,1.76,0.18,0.061,10.82,0.99,0.61,Below LOD,Below LOD,0.47,Below LOD,Below LOD,0.39,1.54,0.14,0.14,1.9,0.24,0.012,Below LOD,Below LOD,0.52,Below LOD,Below LOD,0.22,23,16,NaN,Below LOD,Below LOD,1.9,39,73,NaN,Below LOD,Below LOD,0.11,Below LOD,Below LOD,0.024,0.06,0.019,0.0097,181.4,7.5,0.021,820,54,0.0024,Below LOD,Below LOD,0.076,0.7,0.16,0.18,9.77E+04,3.90E+03,0.87,8.82E+04,3.70E+03,0.92,6,2.5,0.095,0.158,0.044,0.051,0.08,0.031,0.016,0.043,0.016,0.0023,0.037,0.014,0.013,Below LOD,Below LOD,0.011,0.052,0.014,0.0052,16.8,1.1,0.01,489,33,0.005,17.27,0.68,0.0064,16.8,1.1,0.024,Below LOD,Below LOD,0.02,Below LOD,Below LOD,0.059,Below LOD,Below LOD,0.023,Below LOD,Below LOD,0.0063,1.764,0.083,0.002,1061.435
BT_189,Blue Tier,BT1,Greisen,57Fe,4832.280952,Jason_cass_2,20/02/2018 (3) 17:23:12.16,20/02/2018 (3),23:12.2,29.039,BT_main_189,29,Normal,1,3.37E+04,1.90E+03,NaN,0.2,1,NaN,Below LOD,Below LOD,0.18,81.6,3.7,1.6,2.18E+04,3.80E+03,NaN,49,25,NaN,Below LOD,Below LOD,100,6.97,0.59,0.3,2123,78,0.42,0.4,0.1,0.17,3.56,0.89,1.9,14.9,1.8,3.3,1.96,0.21,0.068,12.5,1.2,0.7,Below LOD,Below LOD,0.52,Below LOD,Below LOD,0.42,2.46,0.14,0.16,2.82,0.28,0.067,Below LOD,Below LOD,0.52,Below LOD,Below LOD,0.22,8,11,NaN,Below LOD,Below LOD,2.1,-16,55,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.028,0.091,0.023,0.0028,239,11,0.023,1580,200,0.008,Below LOD,Below LOD,0.025,0.78,0.19,0.16,1.13E+05,3.50E+03,1.8,1.02E+05,3.40E+03,3,5.9,2.5,0.08,0.249,0.04,0.065,0.099,0.03,0.025,0.06,0.018,0.0027,0.036,0.012,0.015,Below LOD,Below LOD,0.013,0.081,0.016,0.0017,23.6,1.1,0.013,811,89,0.0068,34.9,1.6,0.021,34.7,2.3,0.029,Below LOD,Below LOD,0.014,Below LOD,Below LOD,0.058,Below LOD,Below LOD,0.024,Below LOD,Below LOD,0.0026,3.35,0.17,0.0023,1848.333333
BT_190,Blue Tier,BT1,Greisen,57Fe,4857.344646,Jason_cass_2,20/02/2018 (3) 17:24:22.29,20/02/2018 (3),24:22.3,29.068,BT_main_190,29,Normal,1,4.37E+04,3.20E+03,NaN,0.2,1,NaN,Below LOD,Below LOD,0.17,120.2,5.9,1.6,1.96E+04,2.70E+03,NaN,45,12,NaN,Below LOD,Below LOD,100,6.34,0.46,0.32,1820,100,0.59,0.31,0.14,0.16,3.38,0.93,1.8,15.6,2.2,3.2,2.06,0.17,0.058,11.93,0.74,0.69,Below LOD,Below LOD,0.53,Below LOD,Below LOD,0.4,3.66,0.21,0.16,3.96,0.42,0.014,Below LOD,Below LOD,0.52,Below LOD,Below LOD,0.2,9,13,NaN,Below LOD,Below LOD,2,31,52,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.029,0.086,0.02,0.0027,224.6,9.2,0.024,1610,130,0.013,Below LOD,Below LOD,0.068,1.38,0.26,0.15,1.12E+05,3.70E+03,2,9.96E+04,3.40E+03,2.2,7.3,2.9,0.065,0.229,0.046,0.063,0.061,0.023,0.018,0.05,0.015,0.0026,0.024,0.014,0.013,Below LOD,Below LOD,0.012,0.084,0.017,0.0016,19.02,0.82,0.034,757,71,0.0096,48.9,2.2,0.021,50.3,1.8,0.027,Below LOD,Below LOD,0.009,Below LOD,Below LOD,0.044,Below LOD,Below LOD,0.023,Below LOD,Below LOD,0.0025,4.99,0.26,0.0022,2332.21
BT_191,Blue Tier,BT1,Greisen,57Fe,4881.914446,Jason_cass_2,20/02/2018 (3) 17:27:52.87,20/02/2018 (3),27:52.9,29.058,BT_main_191,29,Normal,1,4.03E+04,5.90E+03,NaN,0.3,1,NaN,Below LOD,Below LOD,0.19,130.7,5,1.8,1.81E+04,3.70E+03,NaN,57,27,NaN,Below LOD,Below LOD,120,10.2,1.1,0.35,2880,210,0.89,1.02,0.2,0.19,2.1,1.5,2,15,1.9,3.7,2.49,0.34,0.073,14.4,1.8,0.74,Below LOD,Below LOD,0.56,Below LOD,Below LOD,0.46,3.95,0.28,0.18,4.46,0.41,0.017,0.75,0.32,0.57,Below LOD,Below LOD,0.23,9,13,NaN,Below LOD,Below LOD,2.6,19,69,NaN,Below LOD,Below LOD,0.13,Below LOD,Below LOD,0.035,0.116,0.029,0.0086,289,16,0.028,970,220,0.0088,5,5,0.078,1.3,0.27,0.25,1.39E+05,1.30E+04,2.2,1.25E+05,1.10E+04,2.4,11.7,4.3,0.091,0.254,0.079,0.068,0.079,0.026,0.033,0.063,0.019,0.0084,0.039,0.02,0.013,Below LOD,Below LOD,0.014,0.102,0.018,0.0019,21.7,1.1,0.014,440,120,0.0019,46.8,4.7,0.024,52.9,2.6,0.032,Below LOD,Below LOD,0.02,Below LOD,Below LOD,0.067,Below LOD,Below LOD,0.029,Below LOD,Below LOD,0.003,5.91,0.21,0.0072,2526.97
BT_192,Blue Tier,BT1,Greisen,57Fe,4906.918432,Jason_cass_2,20/02/2018 (3) 17:29:03.01,20/02/2018 (3),29:03.0,29.037,BT_main_192,30,Normal,1,2.43E+04,2.10E+03,NaN,0.2,1,NaN,Below LOD,Below LOD,0.2,75.7,6.9,2,2.77E+04,4.30E+03,NaN,29,31,NaN,Below LOD,Below LOD,130,8.9,1.1,0.4,3030,160,0.97,1.14,0.2,0.22,Below LOD,Below LOD,2.3,13.8,3.9,4.1,2.4,0.25,0.08,15.1,1.2,0.86,Below LOD,Below LOD,0.69,Below LOD,Below LOD,0.49,2.4,0.19,0.2,2.76,0.33,0.049,0.68,0.45,0.65,Below LOD,Below LOD,0.24,9,12,NaN,Below LOD,Below LOD,2.6,10,48,NaN,Below LOD,Below LOD,0.15,Below LOD,Below LOD,0.036,0.089,0.031,0.0094,263,12,0.027,1150,230,0.012,Below LOD,Below LOD,0.085,1.14,0.3,0.25,1.38E+05,7.90E+03,2.6,1.24E+05,7.00E+03,3.7,12.2,4.5,0.094,0.272,0.048,0.088,0.119,0.048,0.04,0.081,0.023,0.0032,0.047,0.018,0.017,Below LOD,Below LOD,0.015,0.079,0.023,0.002,21.6,1.7,0.015,670,170,0.01,26.9,1.2,0.026,28.4,1.3,0.034,Below LOD,Below LOD,0.011,0.084,0.089,0.065,Below LOD,Below LOD,0.028,Below LOD,Below LOD,0.0031,3.59,0.13,0.0078,1636.075
